Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
212791828,212816830,TATDN3,212797132,212797682
212791828,212816830,TATDN3,212804619,212815844
35138882,35232402,CD44,35138882,35177110
35138882,35232402,CD44,35139170,35229468
35138882,35232402,CD44,35139171,35209974
35138882,35232402,CD44,35139171,35232402
35138882,35232402,CD44,35139171,35232402
35138882,35232402,CD44,35139182,35229460
35138882,35232402,CD44,35139182,35230027
35138882,35232402,CD44,35139188,35230027
35138882,35232402,CD44,35139262,35208137
35138882,35232402,CD44,35139286,35229333
35138882,35232402,CD44,35139293,35229666
35138882,35232402,CD44,35139304,35229333
35138882,35232402,CD44,35139306,35223320
35138882,35232402,CD44,35176575,35214861
35138882,35232402,CD44,35176628,35229322
35138882,35232402,CD44,35176641,35209969
35138882,35232402,CD44,35176662,35190429
35138882,35232402,CD44,35176699,35201767
35138882,35232402,CD44,35180279,35211310
35138882,35232402,CD44,35180358,35200636
35138882,35232402,CD44,35180383,35221673
35138882,35232402,CD44,35186843,35211309
35138882,35232402,CD44,35186862,35211257
35138882,35232402,CD44,35189835,35204909
35138882,35232402,CD44,35189882,35229164
35138882,35232402,CD44,35189891,35229244
35138882,35232402,CD44,35189900,35211342
35138882,35232402,CD44,35189926,35204811
35138882,35232402,CD44,35190010,35201753
35138882,35232402,CD44,35197162,35198555
35138882,35232402,CD44,35197857,35201731
35138882,35232402,CD44,35201083,35211253
35138882,35232402,CD44,35201144,35206047
35138882,35232402,CD44,35201621,35221716
35138882,35232402,CD44,35201679,35211401
35138882,35232402,CD44,35205715,35208164
35138882,35232402,CD44,35214666,35229446
35138882,35232402,CD44,35218929,35221731
35138882,35232402,CD44,35219344,35229789
45114326,45118421,DUOXA2,45114326,45117738
45114326,45118421,DUOXA2,45114326,45118421
45114326,45118421,DUOXA2,45114474,45118105
49683947,49689501,MST1,49683947,49685090
49683947,49689501,MST1,49683947,49689053
49683947,49689501,MST1,49683976,49686852
49683947,49689501,MST1,49683976,49686960
49683947,49689501,MST1,49683976,49689493
49683947,49689501,MST1,49684049,49685399
49683947,49689501,MST1,49684325,49685298
49683947,49689501,MST1,49684738,49685785
49683947,49689501,MST1,49684738,49687462
49683947,49689501,MST1,49684844,49685874
49683947,49689501,MST1,49684861,49686866
49683947,49689501,MST1,49685407,49686270
49683947,49689501,MST1,49685482,49686857
49683947,49689501,MST1,49685683,49686187
49683947,49689501,MST1,49685745,49686803
49683947,49689501,MST1,49685885,49688673
49683947,49689501,MST1,49686168,49688673
49683947,49689501,MST1,49686742,49688671
49683947,49689501,MST1,49686968,49688658
49683947,49689501,MST1,49687040,49688068
49683947,49689501,MST1,49687813,49689501
94757955,95158448,BMPR1B,94757955,95158448
94757955,95158448,BMPR1B,94974984,95157357
94757955,95158448,BMPR1B,94995796,95123835
94757955,95158448,BMPR1B,94995943,95156876
94757955,95158448,BMPR1B,94996232,95154673
94757955,95158448,BMPR1B,95051677,95158448
94757955,95158448,BMPR1B,95091434,95123816
94757955,95158448,BMPR1B,95091491,95154817
94757955,95158448,BMPR1B,95104355,95155016
45129933,45165576,DUOX1,45129933,45165576
45129933,45165576,DUOX1,45129994,45165574
45129933,45165576,DUOX1,45130018,45133934
45129933,45165576,DUOX1,45130038,45164966
45129933,45165576,DUOX1,45138646,45141039
45129933,45165576,DUOX1,45138818,45165573
45129933,45165576,DUOX1,45147546,45148558
45129933,45165576,DUOX1,45147955,45153239
45129933,45165576,DUOX1,45150300,45151881
45129933,45165576,DUOX1,45151829,45160990
45129933,45165576,DUOX1,45152500,45155535
45129933,45165576,DUOX1,45153788,45155851
45129933,45165576,DUOX1,45161820,45165574
45674928,45675024,MIR642A,45674928,45675024
45674932,45675008,MIR642B,45674932,45675008
45692403,45703989,QPCTL,45692403,45701914
45692403,45703989,QPCTL,45692403,45703820
45692403,45703989,QPCTL,45692403,45703953
45692403,45703989,QPCTL,45692666,45703987
45692403,45703989,QPCTL,45692673,45703926
45692403,45703989,QPCTL,45692697,45703989
45692403,45703989,QPCTL,45692758,45698825
45692403,45703989,QPCTL,45698480,45701823
45710629,45730896,FBXO46,45710629,45730896
45710629,45730896,FBXO46,45712944,45723496
45710629,45730896,FBXO46,45713456,45715278
157961410,157962888,MTA3P1,157961410,157962888
45714387,45717381,,45714387,45717381
207580631,207625928,METTL21A,207580631,207625121
207580631,207625928,METTL21A,207581353,207625331
207580631,207625928,METTL21A,207581695,207625379
207580631,207625928,METTL21A,207609114,207613026
207580631,207625928,METTL21A,207612104,207624983
207580631,207625928,METTL21A,207612723,207624551
207580631,207625928,METTL21A,207612727,207624380
207580631,207625928,METTL21A,207612743,207625378
207580631,207625928,METTL21A,207612843,207624566
207580631,207625928,METTL21A,207612980,207625927
207580631,207625928,METTL21A,207615673,207625928
207580631,207625928,METTL21A,207620734,207625262
207580631,207625928,METTL21A,207609115,207625249
7728958,7745662,,7728958,7745587
7728958,7745662,,7728958,7745623
7728958,7745662,,7728958,7745662
7728958,7745662,,7733747,7742145
4542593,4581776,SEMA6B,4542593,4558489
4542593,4581776,SEMA6B,4542593,4559684
4542593,4581776,SEMA6B,4542593,4581776
4542593,4581776,SEMA6B,4542914,4558457
4542593,4581776,SEMA6B,4545790,4546469
122527246,122626396,KNTC1,122527246,122527680
122527246,122626396,KNTC1,122527248,122626332
122527246,122626396,KNTC1,122527249,122626396
122527246,122626396,KNTC1,122592818,122602644
122527246,122626396,KNTC1,122593416,122601607
122527246,122626396,KNTC1,122593913,122601951
122527246,122626396,KNTC1,122597243,122605087
122527246,122626396,KNTC1,122602397,122626396
122527246,122626396,KNTC1,122602823,122604997
122527246,122626396,KNTC1,122605359,122618537
122527246,122626396,KNTC1,122609197,122611765
122527246,122626396,KNTC1,122610861,122613669
122527246,122626396,KNTC1,122612882,122618397
122527246,122626396,KNTC1,122613450,122620535
122527246,122626396,KNTC1,122620042,122626375
49684480,49684983,,49684480,49684983
2383698,2388652,KIF19BP,2383698,2388652
2383698,2388652,KIF19BP,2384121,2388597
2393847,2394131,,2393847,2394131
49689538,49721529,RNF123,49689538,49712830
49689538,49721529,RNF123,49689544,49721527
49689538,49721529,RNF123,49689557,49697204
49689538,49721529,RNF123,49689557,49697412
49689538,49721529,RNF123,49689557,49721529
49689538,49721529,RNF123,49689562,49721529
49689538,49721529,RNF123,49689565,49721527
49689538,49721529,RNF123,49691166,49697084
49689538,49721529,RNF123,49700500,49702110
49689538,49721529,RNF123,49712550,49716043
49689538,49721529,RNF123,49712830,49721526
49689538,49721529,RNF123,49713527,49715889
49689538,49721529,RNF123,49718104,49720890
49689538,49721529,RNF123,49720559,49721529
2403588,2448484,CHST12,2403588,2448483
2403588,2448484,CHST12,2403611,2448484
2403588,2448484,CHST12,2404099,2433375
2403588,2448484,CHST12,2437763,2447850
2474844,2476894,GRIFIN,2474844,2476383
2474844,2476894,GRIFIN,2475430,2476894
1815793,2233243,MAD1L1,1815793,1872756
1815793,2233243,MAD1L1,1815794,2232945
1815793,2233243,MAD1L1,1815794,2232974
1815793,2233243,MAD1L1,1815794,2233243
1815793,2233243,MAD1L1,1815795,1817085
1815793,2233243,MAD1L1,1815795,1829664
1815793,2233243,MAD1L1,1815795,2232945
1815793,2233243,MAD1L1,1815816,1817499
1815793,2233243,MAD1L1,1816082,1980791
1815793,2233243,MAD1L1,1898200,1940549
1815793,2233243,MAD1L1,1957629,2080013
1815793,2233243,MAD1L1,1980486,2109601
1815793,2233243,MAD1L1,2014506,2107708
1815793,2233243,MAD1L1,2069194,2089251
1815793,2233243,MAD1L1,2069194,2175385
1815793,2233243,MAD1L1,2069194,2193475
1815793,2233243,MAD1L1,2148374,2213234
1815793,2233243,MAD1L1,2200265,2215927
1815793,2233243,MAD1L1,2209948,2218043
1815793,2233243,MAD1L1,2213212,2223628
1815793,2233243,MAD1L1,2215957,2225598
1815793,2233243,MAD1L1,2219353,2230661
1815793,2233243,MAD1L1,2222575,2232945
207762598,207769906,FZD5,207762598,207769906
200390666,200478018,,200390666,200477970
200390666,200478018,,200393953,200478018
200390666,200478018,,200427415,200477735
200390666,200478018,,200474382,200477973
50659255,50719802,SHANK1,50659255,50719802
50659255,50719802,SHANK1,50661827,50689404
50659255,50719802,SHANK1,50661941,50719450
50659255,50719802,SHANK1,50661965,50716919
50659255,50719802,SHANK1,50662334,50663169
50659255,50719802,SHANK1,50662630,50666733
50659255,50719802,SHANK1,50703699,50704506
50659255,50719802,SHANK1,50711027,50713948
187712816,188384313,LINC01090,187712816,188287691
187712816,188384313,LINC01090,188139637,188384313
187712816,188384313,LINC01090,188227820,188287634
189537384,189540417,,189537384,189540417
207662375,207667024,LINC01857,207662375,207667024
202206182,202238599,SUMO1,202206182,202238597
202206182,202238599,SUMO1,202206650,202238594
202206182,202238599,SUMO1,202206768,202238566
202206182,202238599,SUMO1,202206851,202238576
202206182,202238599,SUMO1,202206870,202238569
202206182,202238599,SUMO1,202207008,202238586
202206182,202238599,SUMO1,202207031,202238462
202206182,202238599,SUMO1,202207142,202238566
202206182,202238599,SUMO1,202207246,202222006
202206182,202238599,SUMO1,202206187,202238599
58522970,58523842,,58522970,58523842
71062667,71572087,SLC4A4,71062667,71568595
71062667,71572087,SLC4A4,71187259,71572083
71062667,71572087,SLC4A4,71187327,71568458
71062667,71572087,SLC4A4,71236029,71349930
71062667,71572087,SLC4A4,71236062,71339413
71062667,71572087,SLC4A4,71255218,71473307
71062667,71572087,SLC4A4,71339053,71473319
71062667,71572087,SLC4A4,71339020,71572083
71062667,71572087,SLC4A4,71187286,71572087
58548499,58548633,SNORA46,58548499,58548633
58559796,58559929,SNORA50A,58559796,58559929
58559796,58559931,SNORA50A,58559796,58559931
58597589,58597945,,58597589,58597945
58665109,58684770,SLC38A7,58665109,58684723
58665109,58684770,SLC38A7,58665109,58684770
58665109,58684770,SLC38A7,58666372,58684707
58665109,58684770,SLC38A7,58667278,58684181
58665109,58684770,SLC38A7,58667362,58684770
58665109,58684770,SLC38A7,58667383,58684110
58665109,58684770,SLC38A7,58671572,58684743
58665109,58684770,SLC38A7,58672030,58677577
58665109,58684770,SLC38A7,58672096,58678763
58665109,58684770,SLC38A7,58675944,58684770
58665109,58684770,SLC38A7,58678743,58684743
58665109,58684770,SLC38A7,58678881,58684770
58665109,58684770,SLC38A7,58679610,58684053
58665109,58684770,SLC38A7,58681388,58684770
58665109,58684770,SLC38A7,58681516,58684323
58665109,58684770,SLC38A7,58683666,58684770
182942115,182942404,HMGN1P4,182942115,182942404
176017277,176018760,,176017277,176018760
185292384,185294372,,185292384,185294372
237949736,237951536,MTND5P18,237949736,237951536
208266059,208270667,,208266059,208270667
169588849,169630193,SELP,169588849,169619219
169588849,169630193,SELP,169588849,169630124
169588849,169630193,SELP,169589077,169591570
169588849,169630193,SELP,169589514,169630076
169588849,169630193,SELP,169590147,169630077
169588849,169630193,SELP,169590147,169630193
169588849,169630193,SELP,169603026,169630086
9560329,9584504,ZNF121,9560353,9584497
9560329,9584504,ZNF121,9560329,9584504
9560329,9584504,ZNF121,9566660,9567743
36888124,36916291,ZNF829,36888124,36916021
36888124,36916291,ZNF829,36888124,36916291
36888124,36916291,ZNF829,36905434,36916291
1815804,2242215,,1815804,2242215
13095695,13100939,,13095695,13100939
13095695,13100939,,13095728,13100939
13095695,13100939,,13095908,13100928
5823160,5854365,ZNF815P,5823160,5847311
5823160,5854365,ZNF815P,5823189,5839152
5823160,5854365,ZNF815P,5823207,5847743
5823160,5854365,ZNF815P,5823216,5840042
5823160,5854365,ZNF815P,5847322,5854365
13299184,13306771,LINC02093,13299184,13306760
13299184,13306771,LINC02093,13299200,13306771
13494032,13601929,HS3ST3A1,13494032,13601929
13494032,13601929,HS3ST3A1,13496170,13556043
13543529,13543646,MIR548H3,13543529,13543646
13755574,14069495,COX10-AS1,13755574,14069483
13755574,14069495,COX10-AS1,13776604,14069483
13755574,14069495,COX10-AS1,13776632,13792550
13755574,14069495,COX10-AS1,13776661,13793577
13755574,14069495,COX10-AS1,13776832,13892839
13755574,14069495,COX10-AS1,13776880,14069478
13755574,14069495,COX10-AS1,13777177,13777658
13755574,14069495,COX10-AS1,13777307,14069495
13755574,14069495,COX10-AS1,14028676,14069492
13755574,14069495,COX10-AS1,14028710,14069489
13755574,14069495,COX10-AS1,14028741,14030657
13755574,14069495,COX10-AS1,14028766,14069475
13755574,14069495,COX10-AS1,14028766,14069483
13755574,14069495,COX10-AS1,14028891,14069479
13755574,14069495,COX10-AS1,14028897,14069492
13755574,14069495,COX10-AS1,14028902,14069483
13755574,14069495,COX10-AS1,14029292,14069478
13755574,14069495,COX10-AS1,14029630,14069475
13755574,14069495,COX10-AS1,14031640,14069489
11164270,11197791,KANK2,11164270,11197545
11164270,11197791,KANK2,11164270,11175947
11164270,11197791,KANK2,11166309,11170415
11164270,11197791,KANK2,11166558,11197547
11164270,11197791,KANK2,11169676,11194511
11164270,11197791,KANK2,11192432,11197791
11164270,11197791,KANK2,11192881,11195685
11164270,11197791,KANK2,11193637,11195192
11164270,11197791,KANK2,11193946,11197548
11164270,11197791,KANK2,11194504,11197530
11164270,11197791,KANK2,11194553,11196229
11164270,11197791,KANK2,11195623,11196227
11164270,11197791,KANK2,11196058,11197183
117915478,118014133,CCDC93,117915481,118014070
117915478,118014133,CCDC93,117915478,118014133
117915478,118014133,CCDC93,117920305,117948179
117915478,118014133,CCDC93,117931043,117935838
117915478,118014133,CCDC93,117935498,117936901
117915478,118014133,CCDC93,117936512,117944080
117915478,118014133,CCDC93,117948033,117952412
117915478,118014133,CCDC93,117951489,117996289
117915478,118014133,CCDC93,117995452,118001137
5871753,5872050,RN7SL556P,5871753,5872050
5879827,5886363,OCM,5879827,5886242
5879827,5886363,OCM,5880798,5886363
13909231,13911212,,13909231,13911212
13932720,13940594,,13932720,13940594
13957748,13966952,,13957748,13966952
14024514,14025488,CDRT15P1,14024514,14025488
5898725,5926550,CCZ1,5898725,5900633
5898725,5926550,CCZ1,5898733,5926550
5898725,5926550,CCZ1,5898781,5902297
5898725,5926550,CCZ1,5898800,5926550
5898725,5926550,CCZ1,5902596,5910236
5898725,5926550,CCZ1,5917726,5925970
5898725,5926550,CCZ1,5924741,5925940
14069490,14231736,COX10,14069490,14217916
14069490,14231736,COX10,14069490,14231736
14069490,14231736,COX10,14069496,14077322
14069490,14231736,COX10,14069504,14208677
14069490,14231736,COX10,14069604,14207513
14069490,14231736,COX10,14069604,14207585
14069490,14231736,COX10,14210488,14217922
58705799,58706297,,58705799,58706297
58707131,58734342,GOT2,58707131,58734316
58707131,58734342,GOT2,58707818,58734326
58707131,58734342,GOT2,58709049,58716383
58707131,58734342,GOT2,58716013,58734342
58707131,58734342,GOT2,58718217,58734302
58707131,58734342,GOT2,58718570,58734316
58707131,58734342,GOT2,58721645,58734335
187706561,187708898,SLC4A1APP2,187706561,187708898
234660271,234667104,,234660271,234667104
242772620,242773103,RSL24D1P4,242772620,242773103
198638457,198757476,PTPRC,198638457,198708157
198638457,198757476,PTPRC,198638723,198706875
198638457,198757476,PTPRC,198638968,198757283
198638457,198757476,PTPRC,198639040,198757476
198638457,198757476,PTPRC,198639019,198732556
198638457,198757476,PTPRC,198639046,198704485
198638457,198757476,PTPRC,198639073,198703874
198638457,198757476,PTPRC,198639095,198735252
198638457,198757476,PTPRC,198639097,198693206
198638457,198757476,PTPRC,198639097,198695171
198638457,198757476,PTPRC,198639104,198735252
198638457,198757476,PTPRC,198639162,198699620
198638457,198757476,PTPRC,198639288,198703346
198638457,198757476,PTPRC,198639288,198703346
198638457,198757476,PTPRC,198696881,198700146
198638457,198757476,PTPRC,198712790,198718299
198638457,198757476,PTPRC,198752355,198754457
122563735,122563762,,122563735,122563762
36341739,36344166,,36341739,36344166
122634130,122634673,,122634130,122634673
36438972,36471016,,36438972,36444512
36438972,36471016,,36439913,36447500
36438972,36471016,,36441618,36460449
36438972,36471016,,36443537,36471016
57466663,57477570,ZNF772,57466663,57477551
57466663,57477570,ZNF772,57466832,57477504
57466663,57477570,ZNF772,57469586,57477570
57466663,57477570,ZNF772,57469586,57477570
57466663,57477570,ZNF772,57469586,57477566
57466663,57477570,ZNF772,57473150,57477566
57466663,57477570,ZNF772,57475737,57477520
57466663,57477570,ZNF772,57473274,57477570
57466663,57477570,ZNF772,57473274,57477570
122687125,122715979,,122687125,122715979
122687125,122715979,,122714291,122715708
122701293,122703357,HCAR2,122701293,122703357
36571985,36572212,COX6CP4,36571985,36572212
122714756,122716811,HCAR3,122714756,122716811
36613474,36614198,,36613474,36614198
36617089,36619265,LARP4P,36617089,36619265
122726076,122730844,HCAR1,122726076,122730844
36626674,36627775,TPST2P1,36626674,36627775
36641186,36669097,,36641186,36669097
36798596,36818459,CSNK1A1P1,36798596,36818459
36798596,36818459,CSNK1A1P1,36817133,36818113
36798596,36818459,CSNK1A1P1,36817176,36818113
122749481,122749586,,122749481,122749586
122768099,122768200,Y_RNA,122768099,122768200
122774526,122827528,CCDC62,122774526,122827211
122774526,122827528,CCDC62,122774528,122827384
122774526,122827528,CCDC62,122774532,122788811
122774526,122827528,CCDC62,122774572,122827528
122774526,122827528,CCDC62,122776558,122827378
122774526,122827528,CCDC62,122788785,122827211
36852640,36852859,U3,36852640,36852859
36876379,36887035,,36876379,36886533
36876379,36887035,,36879762,36881667
36876379,36887035,,36881018,36887035
14177131,14177310,SNORA74,14177131,14177310
14235673,14236862,CDRT15,14235673,14236862
14235673,14236862,CDRT15,14235673,14236862
36972821,36972901,MIR8063,36972821,36972901
5431335,5513809,FBXL18,5431335,5513752
5431335,5513809,FBXL18,5475797,5513809
5431335,5513809,FBXL18,5480451,5513768
5431335,5513809,FBXL18,5480582,5500996
5431335,5513809,FBXL18,5489178,5501919
36579626,36810248,CDIN1,36579626,36810244
36579626,36810248,CDIN1,36579634,36747241
36579626,36810248,CDIN1,36579638,36648757
36579626,36810248,CDIN1,36579642,36691754
36579626,36810248,CDIN1,36579645,36810050
36579626,36810248,CDIN1,36579652,36809950
36579626,36810248,CDIN1,36579687,36668148
36579626,36810248,CDIN1,36579710,36810157
36579626,36810248,CDIN1,36579767,36657873
36579626,36810248,CDIN1,36579783,36810046
36579626,36810248,CDIN1,36579844,36810244
36579626,36810248,CDIN1,36594869,36709906
36579626,36810248,CDIN1,36594877,36810069
36579626,36810248,CDIN1,36594894,36810246
36579626,36810248,CDIN1,36594900,36808453
36579626,36810248,CDIN1,36640605,36810231
36579626,36810248,CDIN1,36645283,36658336
36579626,36810248,CDIN1,36696407,36810248
36579626,36810248,CDIN1,36702009,36808781
36579626,36810248,CDIN1,36702050,36808457
36579626,36810248,CDIN1,36704313,36809498
36579626,36810248,CDIN1,36755945,36809347
42866464,42879822,PSG1,42866464,42879713
42866464,42879822,PSG1,42866466,42870645
42866464,42879822,PSG1,42866466,42879710
42866464,42879822,PSG1,42866471,42879647
42866464,42879822,PSG1,42866483,42879671
42866464,42879822,PSG1,42867193,42879667
42866464,42879822,PSG1,42867206,42879719
42866464,42879822,PSG1,42868101,42878103
42866464,42879822,PSG1,42871801,42878424
42866464,42879822,PSG1,42874102,42879680
42866464,42879822,PSG1,42876739,42879822
14295512,14297600,,14295512,14297600
14301081,14349404,HS3ST3B1,14301081,14349404
14301081,14349404,HS3ST3B1,14301083,14349144
207217532,207219145,,207217532,207219145
207753872,207754435,,207753872,207754435
58744251,58744357,RNU6-1155P,58744251,58744357
22377594,22482004,LINC01830,22377594,22482004
58770524,58770820,RN7SL143P,58770524,58770820
127247258,127250082,WBP11P2,127247258,127250082
58776540,58777563,GEMIN8P2,58776540,58777563
14303854,14305505,,14303854,14305505
208057248,208057745,RPL12P17,208057248,208057745
58825891,58826368,RPL12P36,58825891,58826368
14327335,14329474,,14327335,14329474
187825341,187826449,ST13P2,187825341,187826449
14374139,14421472,,14374139,14421026
14374139,14421472,,14374142,14421472
83968244,84002776,NECAB2,83968244,84002776
83968244,84002776,NECAB2,83968244,84002776
83968244,84002776,NECAB2,83971451,84002776
83968244,84002776,NECAB2,83978545,83998285
83968244,84002776,NECAB2,83993403,83998298
83968244,84002776,NECAB2,83998252,84002776
207186717,207236066,,207186717,207235883
207186717,207236066,,207219851,207236066
14705076,14705534,RPS18P12,14705076,14705534
14725729,14729686,,14725729,14729686
218354075,218354572,RPL19P5,218354075,218354572
14767583,14780686,,14767583,14780203
14767583,14780686,,14768904,14780686
14767583,14780686,,14768906,14776986
14767583,14780686,,14769899,14780363
14767583,14780686,,14776732,14780360
28448167,28450184,,28448167,28450184
14834557,14957216,LINC02096,14834557,14900557
14834557,14957216,LINC02096,14834600,14843651
14834557,14957216,LINC02096,14834600,14900557
14834557,14957216,LINC02096,14834600,14900557
14834557,14957216,LINC02096,14834600,14946023
14834557,14957216,LINC02096,14834605,14838489
14834557,14957216,LINC02096,14834605,14843651
14834557,14957216,LINC02096,14834605,14866685
14834557,14957216,LINC02096,14834605,14957216
30742431,30742818,,30742431,30742818
53433977,53491648,RBL2,53433977,53453463
53433977,53491648,RBL2,53434418,53491628
53433977,53491648,RBL2,53434471,53491648
53433977,53491648,RBL2,53435619,53470079
53433977,53491648,RBL2,53445781,53491648
53433977,53491648,RBL2,53461769,53464877
53433977,53491648,RBL2,53464291,53466109
53433977,53491648,RBL2,53466774,53470257
53433977,53491648,RBL2,53479546,53480755
30752137,30892081,INMT-MINDY4,30752137,30892081
30752137,30892081,INMT-MINDY4,30752153,30791179
170813213,170861151,GAD1,170813213,170829585
170813213,170861151,GAD1,170816114,170822116
170813213,170861151,GAD1,170816887,170861151
170813213,170861151,GAD1,170816912,170842759
170813213,170861151,GAD1,170817038,170859916
170813213,170861151,GAD1,170817255,170830991
170813213,170861151,GAD1,170817769,170831008
170813213,170861151,GAD1,170817770,170861151
170813213,170861151,GAD1,170818611,170844157
170813213,170861151,GAD1,170821718,170829620
170813213,170861151,GAD1,170822087,170829872
170813213,170861151,GAD1,170828968,170831090
170813213,170861151,GAD1,170843802,170845543
170813213,170861151,GAD1,170849067,170860253
170813213,170861151,GAD1,170852488,170861147
170813213,170861151,GAD1,170816690,170842756
170813213,170861151,GAD1,170816562,170861135
14947741,14948198,RPL23AP76,14947741,14948198
15014805,15052276,,15014805,15052276
15030975,15031957,CDRT7,15030975,15031957
15062087,15104517,,15062087,15104517
49716829,49719684,AMIGO3,49716829,49719684
15105237,15106187,CDRT8,15105237,15106187
30771417,30892387,MINDY4,30771417,30892387
30771417,30892387,MINDY4,30779536,30786644
30771417,30892387,MINDY4,30857747,30892386
76309478,76384521,PRPSAP1,76309478,76353916
76309478,76384521,PRPSAP1,76310934,76354198
76309478,76384521,PRPSAP1,76311386,76313740
76309478,76384521,PRPSAP1,76312793,76314690
76309478,76384521,PRPSAP1,76312793,76328864
76309478,76384521,PRPSAP1,76312870,76354929
76309478,76384521,PRPSAP1,76313601,76328986
76309478,76384521,PRPSAP1,76313824,76330301
76309478,76384521,PRPSAP1,76328717,76353452
76309478,76384521,PRPSAP1,76330483,76353628
76309478,76384521,PRPSAP1,76330552,76384521
76309478,76384521,PRPSAP1,76332287,76384484
49716844,49723973,GMPPB,49716844,49723951
49716844,49723973,GMPPB,49719916,49723951
49716844,49723973,GMPPB,49719924,49723951
49716844,49723973,GMPPB,49720335,49723951
49716844,49723973,GMPPB,49720348,49723866
49716844,49723973,GMPPB,49720350,49723943
49716844,49723973,GMPPB,49720616,49723921
49716844,49723973,GMPPB,49721530,49723973
49716844,49723973,GMPPB,49721613,49723943
122834453,122862961,HIP1R,122834453,122858017
122834453,122862961,HIP1R,122835457,122862961
122834453,122862961,HIP1R,122835481,122857384
122834453,122862961,HIP1R,122850806,122855359
122834453,122862961,HIP1R,122853483,122856101
122834453,122862961,HIP1R,122858825,122860329
122834453,122862961,HIP1R,122859422,122862383
122834453,122862961,HIP1R,122860038,122861647
122834453,122862961,HIP1R,122860165,122862084
122834453,122862961,HIP1R,122861716,122862486
55605647,55617269,ZNF865,55605647,55617269
55605647,55617269,ZNF865,55615972,55616468
11296139,11326996,TSPAN16,11296148,11326996
11296139,11326996,TSPAN16,11296160,11315967
11296139,11326996,TSPAN16,11296160,11315967
11296139,11326996,TSPAN16,11296169,11315967
11296139,11326996,TSPAN16,11306724,11312322
11296139,11326996,TSPAN16,11296139,11306603
30796691,30803410,,30796691,30803410
30852273,30923812,,30852273,30923812
30911853,30925517,AQP1,30911853,30925501
30911853,30925517,AQP1,30911853,30925516
30911853,30925517,AQP1,30912055,30925474
30911853,30925517,AQP1,30912122,30925517
30911853,30925517,AQP1,30913291,30923662
30911853,30925517,AQP1,30921434,30924021
30911853,30925517,AQP1,30921490,30923994
30911853,30925517,AQP1,30922578,30924072
53598153,53703938,RPGRIP1L,53598153,53703859
53598153,53703938,RPGRIP1L,53598153,53703889
53598153,53703938,RPGRIP1L,53599254,53642170
53598153,53703938,RPGRIP1L,53599254,53660545
53598153,53703938,RPGRIP1L,53599254,53703841
53598153,53703938,RPGRIP1L,53599254,53703841
53598153,53703938,RPGRIP1L,53601781,53703847
53598153,53703938,RPGRIP1L,53605395,53703889
53598153,53703938,RPGRIP1L,53635441,53638374
53598153,53703938,RPGRIP1L,53662882,53703838
53598153,53703938,RPGRIP1L,53671551,53703844
53598153,53703938,RPGRIP1L,53692227,53703830
53598153,53703938,RPGRIP1L,53693312,53703847
53598153,53703938,RPGRIP1L,53693427,53703889
53598153,53703938,RPGRIP1L,53695631,53703938
53598153,53703938,RPGRIP1L,53696213,53703810
685546,695498,PRSS57,685546,695498
685546,695498,PRSS57,685546,695452
30938669,30993254,GHRHR,30938669,30968879
30938669,30993254,GHRHR,30963953,30979528
30938669,30993254,GHRHR,30969533,30979519
30938669,30993254,GHRHR,30969533,30979519
30938669,30993254,GHRHR,30969533,30979528
30938669,30993254,GHRHR,30969533,30979532
30938669,30993254,GHRHR,30970980,30974138
30938669,30993254,GHRHR,30971969,30984360
30938669,30993254,GHRHR,30971969,30985216
30938669,30993254,GHRHR,30972031,30975977
30938669,30993254,GHRHR,30976429,30979531
30938669,30993254,GHRHR,30984081,30993254
51689128,51712387,SPACA6,51689128,51694555
51689128,51712387,SPACA6,51693340,51705190
51689128,51712387,SPACA6,51693344,51705190
51689128,51712387,SPACA6,51693330,51705190
51689128,51712387,SPACA6,51694210,51701770
51689128,51712387,SPACA6,51694332,51702815
51689128,51712387,SPACA6,51694517,51704206
51689128,51712387,SPACA6,51702536,51705175
51689128,51712387,SPACA6,51702865,51704995
51689128,51712387,SPACA6,51702954,51705349
51689128,51712387,SPACA6,51703145,51705190
51689128,51712387,SPACA6,51703999,51705190
51689128,51712387,SPACA6,51704321,51712387
51689128,51712387,SPACA6,51704335,51705189
76319376,76319473,Y_RNA,76319376,76319473
76337316,76337422,RNU6-24P,76337316,76337422
76345761,76346081,,76345761,76346081
72587217,72587313,MIR630,72587217,72587313
72589691,72591845,,72589691,72591845
76376584,76387860,SPHK1,76376584,76385991
76376584,76387860,SPHK1,76376661,76387860
76376584,76387860,SPHK1,76381771,76386887
76376584,76387860,SPHK1,76382977,76387856
76376584,76387860,SPHK1,76383919,76386469
76376584,76387860,SPHK1,76384609,76387855
76376584,76387860,SPHK1,76384621,76387860
76376584,76387860,SPHK1,76384650,76387855
76376584,76387860,SPHK1,76385292,76387857
76376584,76387860,SPHK1,76386023,76386561
72604399,72605008,,72604399,72605008
72605183,72612326,,72605183,72612326
72608481,72636962,LINC02259,72608481,72636956
72608481,72636962,LINC02259,72608481,72636962
72615810,72618250,,72615810,72618250
87674860,87702233,AKIRIN2,87674860,87702233
87674860,87702233,AKIRIN2,87700510,87701525
72638821,72640125,,72638821,72640125
72654738,72666394,GOLGA6B,72654738,72666394
72654738,72666394,GOLGA6B,72658558,72660171
